Plate,Date Collected,In_treatment,Out_treatment,Pond,Clone,Replicate,Well,Hatch1,Hatch1HD,Hatch2,Hatch2HD,Hatch3,Hatch3HD,Hatch4,Hatch4H,Temp,Dried,Light,DriedLater,Early,Late,Leftover_eggs
040724F,4/3/24,,,P19,50,R4,F2,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,F3,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,F4,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,F5,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,F6,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,F7,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,F8,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,F9,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,F10,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,F11,6/21,H,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,F12,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,G1,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,G2,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,G3,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,G4,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,G5,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,G6,6/21,HD,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,G7,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,G8,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,G9,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,G10,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,G11,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,G12,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,H1,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,H2,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,H3,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,H4,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,H5,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,H6,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,H7,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,H8,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,H9,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,H10,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,H11,,,,,,,,,Warm,Dry,Dark,,,,
040724F,4/3/24,,,P19,50,R4,H12,,,,,,,,,Warm,Dry,Dark,,,,
042724A,4/3/24,,,P19,50,R1,A1,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,A2,5/3,HDE,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,A3,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,A4,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,A5,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,A6,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,A7,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,A8,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,A9,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,A10,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,A11,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,A12,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,B1,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,B2,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,B3,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,B4,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,B5,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,B6,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,B7,6/14,H,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,B8,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,B9,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,B10,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,B11,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,B12,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,C1,6/18,H,6/25,HD,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,C2,6/25,HD,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,C3,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,C4,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,C5,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,C6,6/25,HD,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,C7,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,C8,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,C9,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,C10,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,C11,5/3,HDE,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,C12,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,D1,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,D2,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,D3,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,D4,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,D5,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,D6,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,D7,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,D8,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,D9,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,D10,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,D11,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R1,D12,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,E1,5/3,HDE,5/3,HDE,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,E2,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,E3,5/3,HDE,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,E4,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,E5,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,E6,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,E7,5/3,HDE,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,E8,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,E9,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,E10,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,E11,5/3,HDE,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,E12,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,F1,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,F2,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,F3,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,F4,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,F5,5/3,HDE,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,F6,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,F7,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,F8,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,F9,5/3,HDE,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,F10,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,F11,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,F12,6/25,D,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,G1,6/18,H,6/18,H,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,G2,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,G3,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,G4,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,G5,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,G6,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,G7,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,G8,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,G9,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,G10,5/3,HDE,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,G11,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,G12,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,H1,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,H2,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,H3,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,H4,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,H5,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,H6,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,H7,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,H8,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,H9,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,H10,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,H11,,,,,,,,,Cold,Dry,Light,,,,
042724A,4/3/24,,,P19,50,R3,H12,5/3,HDE,,,,,,,Cold,Dry,Light,,,,
042724B,4/3/24,,,P19,50,R1,A1,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,A2,X,,X,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,A3,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,A4,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,A5,X,,X,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,A6,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,A7,6/7,HD,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,A8,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,A9,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,A10,X,,6/14,HD,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,A11,6/14,HD,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,A12,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,B1,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,B2,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,B3,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,B4,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,B5,6/7,HD,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,B6,X,,X,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,B7,6/7,HD,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,B8,6/14,HD,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,B9,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,B10,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,B11,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,B12,X,,X,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,C1,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,C2,X,,X,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,C3,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,C4,X,,X,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,C5,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,C6,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,C7,X,,X,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,C8,6/14,HD,6/14,HD,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,C9,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,C10,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,C11,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,C12,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,D1,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,D2,6/14,HD,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,D3,6/14,HD,X,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,D4,6/14,HD,6/14,HD,X,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,D5,6/14,HD,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,D6,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,D7,6/14,HD,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,D8,X,,X,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,D9,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,D10,X,,X,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,D11,X,,X,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R1,D12,X,,X,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,E1,6/14,HD,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,E2,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,E3,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,E4,5/3,HDE,6/14,HD,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,E5,6/7,HD,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,E6,6/7,HD,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,E7,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,E8,X,,X,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,E9,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,E10,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,E11,6/14,HD,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,E12,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,F1,X,,X,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,F2,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,F3,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,F4,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,F5,6/14,HD,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,F6,6/14,HD,X,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,F7,6/14,D,X,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,F8,6/14,HD,X,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,F9,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,F10,5/3,HDE,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,F11,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,F12,6/14,HD,6/14,HD,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,G1,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,G2,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,G3,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,G4,6/14,HD,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,G5,6/14,HD,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,G6,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,G7,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,G8,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,G9,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,G10,6/14,HD,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,G11,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,G12,6/14,HD,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,H1,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,H2,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,H3,X,,X,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,H4,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,H5,6/14,HD,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,H6,X,,X,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,H7,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,H8,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,H9,,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,H10,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,H11,X,,,,,,,,Cold,Wet,Light,,,,
042724B,4/3/24,,,P19,50,R3,H12,6/14,HD,,,,,,,Cold,Wet,Light,,,,
042724C,4/3/24,,,P19,50,R4,A1,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,A2,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,A3,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,A4,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,A5,5/3,HDE,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,A6,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,A7,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,A8,6/25,HD,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,A9,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,A10,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,A11,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,A12,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,B1,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,B2,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,B3,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,B4,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,B5,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,B6,5/3,HDE,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,B7,5/3,HDE,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,B8,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,B9,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,B10,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,B11,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,B12,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,C1,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,C2,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,C3,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,C4,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,C5,6/25,D,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,C6,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,C7,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,C8,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,C9,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,C10,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,C11,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,C12,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,D1,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,D2,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,D3,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,D4,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,D5,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,D6,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,D7,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,D8,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,D9,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,D10,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,D11,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R4,D12,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,E1,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,E2,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,E3,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,E4,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,E5,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,E6,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,E7,6/25,D,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,E8,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,E9,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,E10,5/3,HDE,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,E11,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,E12,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,F1,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,F2,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,F3,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,F4,,,,,,,,,Cold,Dry,Light,,,,
042724C,4/3/24,,,P19,50,R5,F5,,,,,,,,,Cold,Dry,Light,,,,
